,Department,zip_code,Variance,Distance,Cosine,Nouns_nb,Variance_std,Distance_std,Cosine_std
605,67,67600,225.90971122779058,655.6382415454566,105.60395063782438,16,14.119356951736911,5.463652012878805,0.8800329219818699
606,67,67610,2193.859110247598,71831.36156262307,12127.425288160082,169,12.981414853536084,5.059971933123632,0.8542846779487238
607,95,95000,263.6058180455583,992.517904518213,158.50691970524906,20,13.180290902277914,5.2237784448327,0.8342469458171003
608,44,44980,672.349775435373,6758.275417754698,1139.6263563341731,52,12.929803373757172,5.09673862575769,0.8594467242339164
609,38,38110,150.99804919004262,389.7773047214637,62.56253221870992,13,11.615234553080201,4.997144932326457,0.8020837463937169
610,76,76300,175.94122022496103,420.92751928603565,67.25745097096369,13,13.533940017304694,5.396506657513277,0.8622750124482524
611,13,13600,136.0308769277339,284.9689850532883,47.291349876668335,11,12.36644335706672,5.181254273696151,0.8598427250303333
612,25,25410,302.2161481237928,1408.7807513375894,233.40394757163745,24,12.592339505158032,5.1042780845564835,0.8456664767088313
613,62,62560,293.6690149145265,1553.9441290358227,259.8179368997205,26,11.294962112097172,4.781366550879454,0.7994398058452938
614,82,82400,397.5268682951473,2152.76696296241,336.3822026832629,29,13.707823044660252,5.302381682173424,0.8285275928159185
615,29,29900,217.7298260304061,834.1935802920332,145.07899224143534,19,11.45946452791611,4.878325030947562,0.8484151593066395
616,57,57970,163.01400434831052,454.16108379077235,77.61338114043006,14,11.643857453450751,4.990781140557938,0.8528942982464842
617,95,95600,159.69786278564362,400.2018320840087,65.80114350262133,13,12.284450983511048,5.130792719025752,0.8436044038797607
618,91,91490,398.98269057695006,2149.4700269494765,330.1806220416561,29,13.758023812998278,5.294261150121863,0.8132527636493992
619,56,56680,170.3949152711762,514.4901769421928,90.87957598354626,15,11.359661018078413,4.899906447068503,0.8655197712718692
620,67,67800,283.1299119167786,1107.1551286428125,182.33535464812454,21,13.48237675794184,5.272167279251488,0.8682635935624978
621,95,95800,365.44552013000316,1951.5418517701335,330.0280826042116,28,13.051625718928685,5.16280913166702,0.8730901656196074
622,74,74370,516.1758971598939,4292.955629387136,732.4351397729838,42,12.289902313330808,4.986011183957184,0.850679604846671
623,45,45000,532.2335428076193,4206.249173168742,687.3658859890404,41,12.981305922137055,5.129572162400906,0.8382510804744395
624,53,53000,289.5976019772526,1287.7000947029817,214.83645078889126,23,12.591200085967506,5.089723694478188,0.8491559319719022
625,47,47180,1583.8502482216338,36932.126139196036,6298.961061256785,121,13.089671472906065,5.087069716142705,0.8676254905312376
626,34,34,584.5142892162099,5562.360480687875,939.7080715893089,48,12.177381025337707,4.93117063890769,0.8330745315508058
627,37,37500,173.0430206959373,573.9301187731959,98.54844915740331,16,10.81518879349608,4.782750989776632,0.8212370763116943
628,50,50510,371.45514863161327,1866.1858614474431,307.9346776337798,27,13.757598097467158,5.316768836032601,0.8773067738854126
629,92,92000,171.62072747895337,563.62517654102,98.41313690344403,16,10.726295467434586,4.696876471175167,0.8201094741953668
630,1,1150,362.31467768924506,2148.396590165515,357.30063175334817,30,12.077155922974836,4.9388427360126785,0.821380762651375
631,51,51600,98.58827276425625,176.70221372817008,30.718774621671905,9,10.954252529361804,4.908394825782502,0.8532992950464418
632,29,29840,169.80516892089977,460.4472267264348,75.86830524293502,14,12.128940637207126,5.059859634356426,0.833717640032253
633,78,78550,146.4574286760395,336.8361548176439,53.59313741561738,12,12.204785723003292,5.103578103297635,0.8120172335699603
634,94,94270,197.89831640359205,555.8252466722771,84.39186604498236,15,13.193221093572804,5.29357377783121,0.8037320575712606
635,57,57100,913.1333914160549,12578.4527641645,2131.886266761862,71,12.861033681916267,5.061751615357948,0.857901918214029
636,63,63430,208.15650131297252,753.359343763051,127.54048038279896,18,11.564250072942919,4.923917279497066,0.833597910998686
637,22,22700,341.01074307030376,1887.7253961824458,327.0862178462355,28,12.178955109653705,4.99398252958319,0.8653074546196706
638,33,33760,435.3700042224871,2977.9386342573457,507.01620186313,35,12.439142977785346,5.004938881104783,0.8521280703582017
639,59,59260,456.9033432654665,3199.9302171293502,542.9626088121394,36,12.691759535151848,5.07925431290373,0.8618454108129197
640,69,69005,387.3912649086291,2453.965085584315,424.5520612504164,32,12.10597702839466,4.947510253194184,0.8559517363919685
641,88,88390,231.6041229804491,863.8388245840521,139.98013227307737,19,12.189690683181531,5.0516890326552755,0.8185972647548384
642,75,75015,168.15248464969437,459.07086740120565,75.7637988389092,14,12.010891760692456,5.044734806606655,0.8325692180099912
643,91,91830,134.38870925997944,283.9251899931036,48.06778786788944,11,12.217155387270857,5.162276181692792,0.8739597794161716
644,48,48260,408.49893421011956,2650.743682848794,439.8736267276877,33,12.378755582124835,5.020347884183322,0.83309399001456
645,91,91090,136.46610383005557,283.26076789578485,44.043490535957844,11,12.40600943909596,5.150195779923361,0.8007907370174153
646,35,35960,152.74927669836254,390.8312813803768,62.49885544782337,13,11.749944361412503,5.0106574535945745,0.801267377536197
647,34,34500,674.7618910484041,6376.866859884743,1065.6088156460207,50,13.495237820968082,5.205605599905912,0.8698847474661394
648,94,94210,906.5382750464239,12269.498156443378,2052.0162903358437,70,12.950546786377485,5.080537538899949,0.8496961864744694
649,1,1100,174.08885955699645,467.2208856662222,75.19137012859939,14,12.43491853978546,5.134295446881563,0.8262787926219713
651,6,6600,798.8115548974584,9562.552849513637,1580.0118838071926,62,12.884057337055781,5.056876176368925,0.8355430374443112
652,24,24200,252.2388405340695,972.8529195534918,160.46166683622562,20,12.611942026703476,5.120278523965746,0.8445350886117138
653,59,59283,349.9117834009921,2019.7010562120784,345.94800751554686,29,12.06592356555145,4.974633143379504,0.8520886884619381
654,94,94700,320.7832443705087,1722.4367260670647,292.9759501069528,27,11.880860902611435,4.907227139792207,0.834689316544025
